"","name","number"
"1","contributable_neonblueguppy",0.981727862264961
"2","radiation_gartersnake",0.297010735142976
"3","noble_sora",0.115084075368941
"4","compressive_bedbug",0.163200871786103
"5","unspiritual_fawn",0.944041808135808
"6","unspherical_iberianchiffchaff",0.794863823568448
"7","chatty_beardeddragon",0.974687897600234
"8","sulfurous_flatcoatretriever",0.349088410614058
"9","inexperienced_wrenchbird",0.501969880890101
"10","minimum_bagworm",0.810397262685001
"11","misty_affenpinscher",0.00710903806611896
"12","depraved_blackandtancoonhound",0.0146939109545201
"13","semidry_shark",0.683403422823176
"14","contemplable_tamarin",0.929720221785828
"15","gray_indigobunting",0.27540119853802
"16","taxidermal_minnow",0.811859695473686
"17","wearing_springbok",0.785878912778571
"18","declinational_deermouse",0.988902155542746
"19","hyperbrutal_newtnutria",0.613952909596264
"20","bediasite_bedbug",0.710185730131343
