"","name","number"
"1","displeasing_waterdragons",0.985135552939028
"2","frangible_caimanlizard",0.77647223258391
"3","nitpicking_nabarlek",0.939519314747304
"4","undivined_axisdeer",0.663643573969603
"5","crazy_cricket",0.635663496237248
"6","uncongested_gar",0.947227478027344
"7","unsuspecting_africanclawedfrog",0.0279974428005517
"8","potential_galapagostortoise",0.572676078043878
"9","pasty_tapaculo",0.87877648640424
"10","auspicial_europeanfiresalamander",0.831277867779136
"11","crooked_husky",0.573143546562642
"12","conservable_mallard",1.03345137219876
"13","psychopharmacological_ibisbill",0.525716528669
"14","gastric_bobolink",0.29375673243776
"15","serpentine_slug",0.0848148565739393
"16","kimberlite_nighthawk",0.119359392207116
"17","releasable_sanderling",0.3795260486193
"18","worldlywise_asianwaterbuffalo",0.622361115831882
"19","fungoid_pitbull",0.794406091701239
"20","sightly_gonolek",0.488196224626154
